group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,275,Unstable Core,Body Armor,Unique,Arcane Regalia,77,Mage,,"+ 196 Armor
(7% to 14%) increased Mana
(21% to 42%) increased Mana Regen","When you directly cast Elemental Nova 6 times without a 2 second gap, the 6th cast gains (200 to 350) % increased area and + (40 to 100) Spell Damage
(30% to 150%) increased Elemental Damage
+ (10 to 120) Mana
+ 1 to Level of Lightning Skills
+ 1 to Level of Fire Skills
+ 1 to Level of Cold Skills",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,50%,3.17%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 3.17% chance",,,,,Elemental Nova,"Whether wrapped in shadows, barriers, blessings, or armor, the storm reduced them to ash."
Regular Unique Items,93,Kermode'S Cage,Body Armor,Unique,Beastmail,54,Primalist,,"+ 156 Armor
(5% to 10%) increased Movement Speed
+ (5 to 16) Health Regen","+ (12% to 20%) Elemental Resistance
+ 5 Strength
(65% to 105%) increased Elemental Damage
+ (15 to 30) Melee cold damage in Werebear Form
2 Rage Gained on Kill in Werebear Form
White Fur in Werebear Form",54,70.65%,25.93%,3.29%,0.14%,0.00034%,,20%,5.08%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 5.08% chance",,,,,Werebear Form,"The fury of the spirit bear can not be restrained or subdued, even while confined."
Regular Unique Items,309,Elecoe'S Abandon,Body Armor,Unique,Wyrmhide Coat,40,Rogue,,"+ 168 Armor
(25% to 50%) increased Dodge Rating
(25% to 50%) increased Damage Over Time","Throwing an Acid Flask consumes a Potion in order to throw an additional flask that deals (125 to 180) % more damage Can only trigger on direct throws and has no effect if you do not have a potion. Consuming a potion this way does not trigger the potion's health recovery, but does trigger other on potion use effects. The damage bonus is multiplicative with other modifiers.
+ (1 to 2) to Level of Throwing Skills
(25% to 32%) Increased Area for Throwing Area Skills
+ (5% to 16%) to All Resistances
(5% to 8%) increased Movement Speed
+ (1 to 2) Potion Slots",40,62.28%,31.29%,6.01%,0.42%,0.0032%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,Acid Flask,"""I do not need to mend the wounds that a dead foe had not the chance to inflict"" - Elecoe the Alchemist Thief"
Regular Unique Items,7,The Kestrel,Body Armor,Unique,Refuge Armor,1,,,+ 20 Armor,"+ (30 to 70) Dodge Rating
(5% to 7%) increased Movement Speed
(30% to 45%) Chance to gain Haste for 1 second on Hit
(15% to 30%) increased Effect of Haste on You
+ 1 to Level of Dexterity Skills",0,36%,39.68%,19.7%,4.25%,0.37%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,Haste,,May the dying breaths of your enemies put air beneath your wings.
Regular Unique Items,10,Urzil'S Pride,Body Armor,Unique,Iron Armor,15,,,+ 50 Armor,"+ 125 Armor
+ (6 to 10) Attunement
+ (9 to 15) Strength
+ (10% to 20%) Lightning Resistance
1% increased mana regeneration per 2% uncapped Lightning Resistance",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,,Strength of mind and strength of body are a potent combination.
Regular Unique Items,12,Yrun'S Wisdom,Body Armor,Unique,Banded Armor,27,,,+ 85 Armor,"+ (65 to 145) Health
+30 melee cold damage when above 65% health
3% of melee damage leeched as health when below 65% health",27,54.1%,35.36%,9.51%,1.01%,0.019%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,,"Yrun was wise in battle, but not in his betrayal of Heorot."
Regular Unique Items,11,Exsanguinous,Body Armor,Unique,Noble Raiment,23,,,"+ 32 Armor
+ (2 to 7) Spell Damage","20% of Current Health Lost per second This is not affected by increases and reductions to health drain effects
20% of Missing Health gained as Ward per second
(15 to 30) % increased attack speed, cast speed, and movement speed if you have used a potion in the past 4 seconds
Immunity to Bleed at low health You are on low health while below 35% of your maximum health",35,59.18%,32.97%,7.24%,0.60%,0.0066%,,50%,3.17%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 3.17% chance",,,,Bleed,,Crazed is the mind of a blood starved Lich.
Regular Unique Items,8,Doublet Of Onos Tull,Body Armor,Unique,Leather Coat,5,,,+ 25 Armor,"+ (60 to 100) Health
Minions have + (60 to 100) % Chance to Inflict Bleed on Hit
Minions have (60 to 100) % Increased Bleed Duration",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,Bleed,,"The horns of the Immortal Empire fill the hearts of the living with fear, and the bones of the dead with glory."
Regular Unique Items,14,Valeroot,Body Armor,Unique,Forest Cuirass,35,,,"+ 74 Armor
(5% to 60%) Increased Healing Effectiveness","+ (1 to 2) to Level of Spriggan Form
+ (8 to 12) Physical Spell Damage
(12% to 20%) Increased Area with Thorn Shield Thorn Shield is an active skill in Spriggan Form
+ (60 to 80) Health
+ (60 to 80) Mana
(60 to 80) Damage Reflected to Attackers",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,"Thorn Shield
Spriggan Form",The roots of Eterra grow through stone and flesh and time.
Regular Unique Items,111,Woven Flesh,Body Armor,Unique,Gladiator Armor,51,,,+ 220 Armor,"(2% to 4%) increased Health
(2% to 4%) of Overkill Damage Leeched as Health
(20% to 40%) increased Damage Leeched as Health
(20% to 40%) Increased Leech Rate
+ 100% Critical Strike Avoidance",51,68.9%,27.14%,3.78%,0.18%,0.00058%,,,,,Abomination (Fall of the Outcasts Timeline) - 50% chance,,,,,,The pinnacle of necromancy is to weave undead flesh into any form you desire.
Regular Unique Items,13,Titan Heart,Body Armor,Unique,Copper Plate,41,,,"+ 114 Armor
+ (5% to 14%) Lightning Resistance","+ (50 to 100) Armor
15% Less Damage Taken while wielding a Two Handed Melee Weapon Multiplicative with other modifiers
(30% to 40%) increased Melee Damage
(30% to 40%) increased Health
You do not regenerate health You can still regain health through methods other than health regen",60,74.08%,23.42%,2.43%,0.078%,0.00011%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,,"Heart of stone, blood of gravel."
Regular Unique Items,370,Mantle Of The Pale Ox,Body Armor,Unique,Forest Cuirass,64,,,"+ 74 Armor
(5% to 60%) Increased Healing Effectiveness","(16% to 24%) of Damage Redirected to your Highest Health Minion No more than 75% of damage can be redirected in total. A minion can have any amount of damage redirected to it, even if it would leave it below 0 health. This stat has no effect while you have no minions. Downed and undamageable minions are ignored.
(12 to 18) % increased Health for you and your Minions
(6% to 10%) increased Movement Speed
+ (12 to 16) Strength
+ (1 to 2) to Level of Minion Strength Skills",64,76.31%,21.69%,1.94%,0.052%,0.000050%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,,Fight with the strength of an ox and the wisdom of a spirit
Regular Unique Items,117,Dark Shroud Of Cinders,Body Armor,Unique,Copper Plate,66,,,"+ 114 Armor
+ (5% to 14%) Lightning Resistance","+ (17% to 25%) Chance to apply Blind on Hit
+ (7 to 12) Void Spell Damage
(12% to 17%) increased Fire Cast Speed
+ (17% to 25%) Chance to cast Fire Aura when Hit (1 second cooldown)
(30% to 50%) Increased Void Damage per Fire Aura",66,77.41%,20.82%,1.73%,0.042%,0.000033%,,,,,"Rahyeh, The Black Sun (The Black Sun Timeline) - 50% chance",,,,Blind,Fire Aura,The dying embers of a god swiling around a blackened cloak.
Regular Unique Items,304,Static Shell,Body Armor,Unique,Banded Armor,70,,,+ 85 Armor,"(21% to 45%) Chance to Shock Attackers
(105% to 175%) more Armor against Shocked Enemies multiplicative with other modifiers
(7% to 15%) more Lightning Damage to Shocked Enemies
(21% to 45%) Chance to gain 15 Static Charges when Hit Affects the Mage's Static skill. Only works if Static is equipped.
(7% to 15%) Chance to cast Static when Hit This cast is affected by Static's skill tree. Only works if Static is equipped.",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,40%,3.81%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 3.81% chance",,,,Shock,Static,"The carapace of a meruna storm ogre makes for an impressive trophy, and an effective cuirass."
Regular Unique Items,255,Core Of The Mountain,Body Armor,Unique,Banded Armor,80,,,+ 85 Armor,"Gain Damage Immunity for 3 seconds after being Hit (15 second cooldown) This effect does not prevent damage from the hit that procs it
(30% to 45%) increased Armor
+ (4 to 10) to All Attributes
+ (11% to 14%) Endurance
+ (45 to 90) Endurance Threshold",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,,,,,"The Mountain Beneath (Lightless Arbor Dungeon)
Tier 1: -
Tier 2: -
Tier 3: -
Tier 4: 12% chance",,,,,
Regular Unique Items,358,Null Portent,Body Armor,Unique,Gladiator Armor,81,,,+ 220 Armor,"(3% to 6%) of Melee Damage Leeched as Health
(6% to 16%) of Overkill Damage Leeched as Health
(16% to 30%) Increased Leech Rate
(16% to 20%) increased Health
+ (30% to 36%) Physical Resistance
1% less Damage Taken per 2% Resistance above the normal resistance cap (up to 20% less Damage Taken) Multiplicative with other modifiers. For example having 85% fire resistance will cause you to take 5% less fire damage, because it's 10% above the normal 75% cap.",81,85.22%,14.17%,0.60%,0.0062%,7.4E-7%,,,,,"Aberroth (Threshold of Eternity Woven Echo) - 47.62% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 47.62% chance (drops for host only)",,,Aberroth - 47.62% chance (drops for host only),,,Gorge on the prophecies of futures lost
Regular Unique Items,354,Wall Of Nothing,Body Armor,Unique,Gladiator Armor,85,,,+ 220 Armor,"(10% to 16%) chance to take 0 Damage when Hit
+ (60 to 185) Ward Decay Threshold
+ (60 to 185) Endurance Threshold
(60% to 85%) of Endurance Threshold added as Ward Decay Threshold
+ (60 to 70) Ward per Second",85,87.17%,12.41%,0.42%,0.0033%,2.1E-7%,,,,,"Harbinger of Treason (Fall of the Empire Timeline, empowered only) - 10% chance (up to 22% chance with increased item rarity)
Aberroth (Threshold of Eternity Woven Echo) - 10% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 2% chance",,,"Aberroth - 10% chance (drops for host only)
Aberroth - 2% chance",,,"Cloaked in the void, Harbingers need fear naught."
Regular Unique Items,9,Prism Wraps,Body Armor,Unique,Leather Coat,5,,,+ 25 Armor,"30% less Elemental Damage Taken
30% increased Elemental Damage
30% increased Critical Strike Chance
(3% to 8%) of Elemental Damage Leeched as Health on Crit",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,0%,6.35%,,"Blood, Frost, and Death Timeline (""Unique or Set Body Armor"" echo rewards) - 6.35% chance",,,,,,The elements shift like light through a prism. If you control the prism you control the elements.
Regular Unique Items,153,Wings Of Argentus,Body Armor,Unique,Gladiator Armor,82,,,+ 220 Armor,"(40% to 160%) increased Fire Melee Damage
(40% to 160%) increased Cold Melee Damage
20% Chance to gain Haste for 1 second on Hit
20% less Damage Taken While Moving
+ 2 to Level of Fire Melee Skills
+ 2 to Level of Cold Melee Skills",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,,,,"God Hunter Argentus (The Stolen Lance Timeline, empowered only) - up to 45% chance with increased item rarity",,,,Haste,,"Falter not before the fire nor the ice, but let your ambition be your wings and soar above them both."
Regular Unique Items,387,Cocooned Cuirass,Body Armor,,,,,,,Contains a random unique body armor,,,,,,,,,,,,,,,,,
Regular Unique Items,426,Thicket Of Blinding Light,Primordial Body Armor,Unique,Forest Cuirass,35,,,"+ 74 Armor
(5% to 60%) Increased Healing Effectiveness","(121 to 209) Damage Reflected to Attackers
Every 0.5 seconds you Blind all enemies facing you and deal Damage to them equal to your Damage Reflected to Attackers stat Scales with your Damage Reflected to Attackers stat not with the actual damage that has been reflected to attackers. Does not scale with percent damage reflected.
(329% to 401%) more Damage Reflected to Bosses and Rare Enemies Multiplicative with other modifiers. Affects both flat Damage Reflected to Attackers and percent Damage Reflected. Taken into account when dealing damage to enemies facing you based on your Damage Reflected to Attackers stat.
(37% to 83%) increased Armor
(13% to 29%) more Armor against Blinded Enemies multiplicative with other modifiers
+ (17% to 41%) Physical Resistance
(11 to 17) Damage Reflected to Attackers per 10% uncapped Physical Resistance",60,74.08%,23.42%,2.43%,0.078%,0.00011%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 14,500
Primordial Petal x 30
Crystallized Heart x 1",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),Blind,,
Regular Unique Items,436,Wings Of Discord,Primordial Body Armor,Unique,Banded Armor,64,,,+ 85 Armor,"(32% to 16%) less Damage Taken from the First Hit Received from each enemy Multiplicative with other modifiers
100% increased effect of stats on your Non-Unique Idols that are a different shape to all other equipped Non-Unique Idols For example if you have a 4x1 idol, a 3x1 idol, and two 1x3 idols equipped, the stats on the 4x1 idol and the 3x1 idol would have 100% increased effect, but the stats on the 1x3 idols would not be changed. Ignores idols of the Unique rarity.
+ (2% to 4%) Critical Strike Chance
+ (126 to 256) Dodge Rating
+ (256 to 512) Dodge Rating if you have been hit recently Recently refers to the past 4 seconds
+ (32 to 64) Ward gained when you Dodge",64,76.31%,21.69%,1.94%,0.052%,0.000050%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 14,500
Primordial Feather x 26
Crystallized Heart x 1",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),,,"Osprix elders used to tell of the Quetzal Dragons, resplendant with wings of mismatched feathers, who were never seen to roost in the same place twice. The elders speculated that having visited every peak and forest in Eterra, they traveled far over the sea in search of new lands."
Regular Unique Items,448,Architects Of Astral Blood,Primordial Body Armor,Unique,Banded Armor,72,,,+ 85 Armor,"20% of Current Health Lost per second This is not affected by increases and reductions to health drain effects
(36% to 42%) of Missing Health gained as Ward per second
(36% to 42%) of Maximum Health gained as Ward Decay Threshold
(200% to 240%) of Maximum Health applied as a Ward Limit
+ (72 to 168) Health
+ (72 to 168) Stun Avoidance
+ (4 to 6) to All Attributes",70,79.56%,19.06%,1.35%,0.027%,0.000013%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 16,000
Primordial Horn x 13
Crystallized Heart x 2",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),,,The noblest of ancient beasts wore their hearts in the sky
Regular Unique Items,178,Stymied Fate,Boots,Unique,Arcane Boots,60,,,"+ 8 Armor
(15% to 18%) increased Movement Speed
+ (120 to 230) Ward Decay Threshold","(14% to 22%) Increased Cooldown Recovery Speed for Teleport
(14% to 22%) Increased Cooldown Recovery Speed for Fury Leap
(14% to 22%) Increased Cooldown Recovery Speed for Lunge
(14% to 22%) Increased Cooldown Recovery Speed for Transplant
(14% to 22%) Increased Cooldown Recovery Speed for Shift
(64% to 128%) increased Damage Over Time
+ (14% to 22%) Chance to apply Doom on Hit
(14% to 22%) Chance to gain Haste for 1 second on Hit",100,93.81%,6.12%,0.068%,0.00012%,3.0E-10%,,,,,Confluence of Oblivion Woven Echo - 23.33% chance (up to 41.67% chance with increased item rarity),,,Shade of Orobyss - 16.67% chance,"Doom
Haste","Teleport
Fury Leap
Lunge
Transplant
Shift","The end comes slowly, then quickly, then it is all that has ever been."
Regular Unique Items,253,Foot Of The Mountain,Boots,Unique,Iron Greaves,48,,,"+ 35 Armor
(8% to 10%) increased Movement Speed","+ (14% to 28%) Endurance
+ (6 to 12) to All Attributes
Gain 1 stack of Mountain's Endurance each second while not moving (up to 3) All stacks are lost when you move
-2 Mana Cost per stack of Mountain's Endurance
100% of Dodge Rating converted to Endurance Threshold while you have at least 1 stack of Mountain's Endurance",48,67.12%,28.32%,4.32%,0.23%,0.00095%,,,,,,"The Mountain Beneath (Lightless Arbor Dungeon)
Tier 1: -
Tier 2: 20% chance
Tier 3: 35% chance
Tier 4: 45% chance",,,,,
Regular Unique Items,443,Army Of Skin,Boots,Unique,Shrine Boots,49,,,"+ 8 Armor
(11% to 14%) increased Movement Speed
(16% to 32%) increased Cooldown Recovery Speed for Evade","When Flay kills an enemy or hits a boss or rare enemy you gain a stack of Excoriation and have a 6% chance to cast Summon Skeleton if not at maximum skeletons
Excoriation has a maximum of 13 stacks and all stacks expire if you have not gained a new one for 13 seconds
Each stack of Excoriation grants Flay and Harvest 13% increased Area of Effect and +6 Melee Damage
Each stack of Excoriation grants an 8% chance on Flay hit to cast Rip Blood (up to 3 times per 2 seconds) Consumes mana equal to Rip Blood's mana cost or 2 mana, whichever is higher. Flay's Deadly Plot can apply to Rip Blood cast this way.
(13% to 26%) increased Movement Speed
(13% to 26%) increased Melee Attack Speed
(26% to 52%) more Melee Damage to High Health Enemies",49,67.72%,27.93%,4.14%,0.21%,0.00080%,,25%,4.93%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 4.93% chance",,,,,"Flay
Harvest
Summon Skeleton
Rip Blood
Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)",
Regular Unique Items,206,Lessons Of The Metropolis,Boots,Unique,Hide Boots,1,,,"+ 5 Armor
(5% to 7%) increased Movement Speed","+ (100 to 300) Dodge Rating if you have been hit recently Recently refers to the past 4 seconds
(10% to 20%) increased Dodge Rating
+ (3 to 5) Dexterity
(5% to 10%) increased Movement Speed
5% less Damage Taken While Moving",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,,,"""Stay quick on your feet. Don't get hit once, but if you do get hit once, don't get hit twice"" - Dar'Fuun, Scalebane Recruiter."
Regular Unique Items,350,Flight Of Quetzeri,Boots,Unique,Hide Boots,13,,,"+ 5 Armor
(5% to 7%) increased Movement Speed","+ 1 Evade Charge
(10% to 13%) increased Cooldown Recovery Speed for Evade
(30% to 45%) Increased Cooldown Recovery Speed for Fury Leap
(1.4 to 1.9) Seconds of Haste after you use Evade Haste is a buff that grants 30% increased movement speed by default. It cannot stack.
(1.4 to 1.9) Seconds of Haste after you use a Traversal Skill Haste is a buff that grants 30% increased movement speed by default. It cannot stack.
(14% to 19%) Increased Haste Effect",55,71.23%,25.52%,3.13%,0.13%,0.00029%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,Haste,"Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)
Fury Leap","As the exiled druids flourished in the cloud forests, they learned to seemlessly flit between the forms of human and quetzal."
Regular Unique Items,203,Darkstride,Boots,Unique,Iron Greaves,19,,,"+ 35 Armor
(8% to 10%) increased Movement Speed","(8% to 10%) increased Movement Speed
+ 1 Charge for Void Cleave
+ 10 Void Melee Damage
0.2% Increased Movement Speed per Added Melee Void Damage Not affected by increased damage, just stats like +5 Melee Void Damage.
(18% to 42%) increased Void Damage",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,,Void Cleave,"Decades after the rest of civilisation hid itself beneath the ground, the last of the void knights still roamed the ruined surface, searching relentlessly for a way to turn the power of the void against itself. Their discoveries remain with them, lost amidst the shadows."
Regular Unique Items,21,Eterra'S Path,Boots,Unique,Brigandine Boots,30,,,"+ 56 Armor
(11% to 14%) increased Movement Speed","+ (80 to 120) Health
You and your minions have 20% increased movement speed
You and your minions have (20 to 28) % increased healing effectiveness
Every second if you are moving you have a (20 to 28) % chance to cast Summon Vines Summon Vines is an active skill in Spriggan Form and scales with specific nodes on its tree. Limited to 12 Vines by default.
+ 1 to Level of Entangling Roots",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,,"Summon Vines
Entangling Roots",Life grows in your footsteps.
Regular Unique Items,19,Mourningfrost,Boots,Unique,Leather Boots,8,,,"+ 15 Armor
(8% to 10%) increased Movement Speed","(30% to 100%) increased Freeze Rate Multiplier
(10% to 20%) increased Movement Speed
+1 cold damage to attacks and spells per point of dexterity
-1% physical and cold resistance per point of dexterity",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,,,"Spread ice with every step, like frost before sunrise."
Regular Unique Items,233,Snowdrift,Boots,Unique,Outcast Boots,23,,,"+ 20 Armor
(8% to 10%) increased Movement Speed
+ 1 Evade Charge","+ (16% to 32%) Chance to apply Frostbite on Hit
1% Cold Penetration with Frostbite per 10% Freeze Rate Multiplier Does not include Freeze Rate Multiplier granted by individual skills' trees or Freeze Rate Multiplier for specific ability types
+ (160 to 320) Dodge Rating while using Evade Does not work if Evade is replaced by another ability
+ (5 to 10) Cold Damage with Spells and Attacks
1% Increased Movement Speed per 2 Dexterity (up to 20%)",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,Frostbite,Evade (Acolyte),"Let the northwind mold you, cold and howling above the frozen tundra."
Regular Unique Items,20,Stormtide,Boots,Unique,Iron Greaves,24,,,"+ 35 Armor
(8% to 10%) increased Movement Speed","25% increased Movement Speed
+ (115% to 185%) Chance to apply Shock on Hit with Lightning Skills
(10% to 15%) Increased Shock Duration
You are shocked for 4 seconds when you stop moving Does not shock you if you are already shocked Your shock effectiveness does not apply to this shock",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,Shock,,"Rest was a sin among the messenger priests of Lagon, and these boots would punish the wearer accordingly."
Regular Unique Items,280,Telf'Un'S Mirage,Boots,Unique,Arcane Boots,53,,,"+ 8 Armor
(15% to 18%) increased Movement Speed
+ (120 to 230) Ward Decay Threshold","+ (112 to 172) Dodge Rating while Channelling
(112% to 172%) increased Dodge Rating while Channelling
(18 to 36) Ward gained when you Dodge While Channelling
2 Mana gained when you Dodge While Channelling
+ (6 to 12) Intelligence
18% increased Movement Speed while not Channelling",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,,,"Fascinated by mirages, Telf'un long wandered the deserts, telescope in hand. Even after decades of study and delirium he failed to truly comprehend their nature, but eventually the mirages took pity on the old man and turned him into one of their own."
Regular Unique Items,132,Transient Rest,Boots,Unique,Brigandine Boots,52,,,"+ 56 Armor
(11% to 14%) increased Movement Speed","(40% to 60%) of Current Mana gained as Ward when you stop moving (2 second cooldown)
+ 35% Physical Resistance
+ 35% Poison Resistance
+ 35% Necrotic Resistance
(10% to 18%) increased Movement Speed",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,30%,4.61%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 4.61% chance",,,,,,"We follow in the footsteps of our ancestors, but our paths no longer end."
Regular Unique Items,306,Blood Of The Exile,Boots,Unique,Iron Greaves,48,,,"+ 35 Armor
(8% to 10%) increased Movement Speed","30% increased Movement Speed
(30% to 67%) Increased Bleed Duration
(30% to 40%) more Physical Ailment Damage to Moving Enemies
+ (5 to 8) Strength
+ (5 to 8) Dexterity
+ (5 to 8) Intelligence",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,50%,3.29%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 3.29% chance",,,,Bleed,,Fleeing does not stem the flow
Regular Unique Items,104,Suloron'S Step,Boots,Unique,Brigandine Boots,57,,,"+ 56 Armor
(11% to 14%) increased Movement Speed","+ (70% to 105%) Melee Critical Strike Multiplier
(17% to 22%) increased Movement Speed
-75% Physical Resistance",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,60%,2.63%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 2.63% chance",,,,,,"The rebel Suloron struck deep into Majasa's territory, but his fervour could not save him from the matrons' blades."
Regular Unique Items,147,Raindance,Boots,Unique,Shrine Boots,61,,,"+ 8 Armor
(11% to 14%) increased Movement Speed
(16% to 32%) increased Cooldown Recovery Speed for Evade","+ (205 to 305) Dodge Rating if you have been hit recently Recently refers to the past 4 seconds
+ (13 to 20) Health gained when you Dodge
(70% to 95%) increased Cold Damage
+ 4 to All Attributes
(10% to 13%) increased Movement Speed
(50% to 25%) reduced Duration of Stuns Received",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,65%,2.3%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 2.3% chance",,,,,Evade (Acolyte),Those who seek Lagon's favour dance beneath the moon. Those who seek his adoration dance beneath the waves.
Regular Unique Items,91,Fiery Dragon Shoes,Boots,Unique,Solarum Greaves,67,,,"+ 90 Armor
(15% to 18%) increased Movement Speed
+ (30% to 45%) Fire Resistance","(15% to 20%) increased Movement Speed
(25% to 35%) Fire Penetration with Ignite
(25% to 35%) increased Fire Damage
+ (25% to 35%) Chance to cast Fire Trail when you are crit Fire Trail leaves patches of burning ground behind you as you run. Each patch applies 4 stacks of ignite per second to nearby enemies. 5 second cooldown.
+ (5% to 15%) Chance to Receive a Critical Strike
(75% to 85%) reduced Bonus Damage Taken from Critical Strikes",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,70%,1.97%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 1.97% chance",,,,Ignite,Fire Trail,Embers of a dragon's heart still linger in these smoldering scales. Dire hits threaten to stoke a wrath that has long slumbered.
Regular Unique Items,115,Last Steps Of The Living,Boots,Unique,Arcane Boots,63,,,"+ 8 Armor
(15% to 18%) increased Movement Speed
+ (120 to 230) Ward Decay Threshold","(11% to 15%) of Current Health Lost per second This is not affected by increases and reductions to health drain effects
(11% to 15%) of Missing Health gained as Ward per second
+ (300% to 400%) Freeze Rate Multiplier while at Low Health
You are Chilled every 3 seconds
(30% to 36%) increased Movement Speed",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,,,,"Formosus the Undying (Blood, Frost, and Death Timeline) - 50% chance",,,,Chill,,"Step out of the cold, out of the mortal realm, and take your place among the empire."
Regular Unique Items,337,Razorfall,Boots,Unique,Vanguard Boots,76,,,"+ 72 Armor
(15% to 18%) increased Movement Speed
(24% to 50%) increased Effect of Haste on You","(13% to 20%) increased Movement Speed
+ (1 to 2) to Level of Throwing Skills
+ (3 to 12) Dexterity
Aerial Assault's Burst of Feathers includes 1 Umbral Blade per 20 Dexterity These Umbral Blades behave the same way as those thrown by the Twighlight Strike node on the Aerial Assault tree and cannot target the same enemies as those Umbral Blades or each other
You gain Haste and (12 to 30) % increased Throwing Attack Speed for 2 seconds after using Aerial Assault
(13% to 20%) chance to recover 8% of Aerial Assault's remaining cooldown on Throwing Hit (up to 3 times) Remaining number of cooldown recoveries resets when you use Aerial Assault",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,,80%,1.32%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 1.32% chance",,,,Haste,Aerial Assault,
